physical_risk_id,counterparty_id,hazard_type,bank_id,country,acute_risk_score,chronic_risk_score,exposure_amount_meur,assessment_horizon,scenario_basis,high_risk_flag,financial_impact_meur,portfolio_pct,data_source,hazard_category,nace_code
PR000599,CP00294,sea_level_rise,BANK05,AT,3,2,4.24,2050,RCP_2.6,False,0.29,0.043,ECB_climate_indicators,chronic,H52
PR000600,CP00294,heatwave,BANK05,AT,3,1,4.24,2050,RCP_2.6,False,0.2,0.043,ECB_climate_indicators,acute,H52
PR000601,CP00295,wildfire,BANK05,IT,2,2,5.32,2050,RCP_8.5,False,0.27,0.054,ECB_climate_indicators,acute,B07
PR000602,CP00295,sea_level_rise,BANK05,IT,3,2,5.32,2050,RCP_4.5,False,0.63,0.054,ECB_climate_indicators,chronic,B07
PR000603,CP00295,windstorm,BANK05,IT,2,1,5.32,2050,RCP_4.5,False,0.32,0.054,ECB_climate_indicators,acute,B07
PR000604,CP00296,windstorm,BANK05,NL,4,3,42.34,2050,RCP_4.5,True,2.3,0.433,ECB_climate_indicators,acute,C20
PR000605,CP00296,sea_level_rise,BANK05,NL,3,5,42.34,2030,RCP_4.5,True,4.22,0.433,ECB_climate_indicators,chronic,C20
PR000606,CP00297,sea_level_rise,BANK05,AT,2,2,434.58,2030,RCP_2.6,False,33.92,4.442,ECB_climate_indicators,chronic,D35
PR000607,CP00298,wildfire,BANK05,LU,2,3,2.82,2030,RCP_2.6,False,0.14,0.029,ECB_climate_indicators,acute,P85
PR000608,CP00298,windstorm,BANK05,LU,5,2,2.82,2050,RCP_2.6,True,0.15,0.029,ECB_climate_indicators,acute,P85
PR000609,CP00299,windstorm,BANK05,AT,2,3,4.16,2050,RCP_8.5,False,0.19,0.043,ECB_climate_indicators,acute,C10
PR000610,CP00300,wildfire,BANK05,IE,1,4,5.61,2030,RCP_2.6,True,0.38,0.057,ECB_climate_indicators,acute,C27
