exposure_id,bank_id,counterparty_id,outstanding_amount_meur,product_type,committed_amount_meur,pcaf_asset_class,origination_date,maturity_date,currency,stage,eu_taxonomy_aligned,green_label_flag,green_taxonomy,total_project_cost_meur,instrument_type,interest_rate_pct,undrawn_amount_meur,origination_property_value_meur,has_control
EXP000537,BANK05,CP00269,5.41,corporate_bond,5.98,business_loan,2022-02-23,2027-02-22,EUR,stage_1,False,False,,,,6.0,0.57,,
EXP000538,BANK05,CP00270,648.25,revolving_credit,802.67,business_loan,2018-12-12,2023-12-11,EUR,stage_1,False,False,,,,6.61,154.42,,
EXP000539,BANK05,CP00270,579.41,revolving_credit,732.53,business_loan,2022-04-19,2027-04-18,EUR,stage_1,False,False,,,,6.13,153.12,,
EXP000540,BANK05,CP00270,469.12,mortgage,610.89,commercial_re,2018-08-11,2025-08-09,EUR,stage_1,False,False,,,,3.08,141.77,693.91,
EXP000541,BANK05,CP00271,1.25,corporate_bond,1.44,business_loan,2023-12-22,2028-12-20,EUR,stage_1,False,False,,,,6.03,0.19,,
EXP000542,BANK05,CP00271,0.83,mortgage,1.14,commercial_re,2018-02-18,2025-02-16,EUR,stage_1,False,False,,,,4.74,0.31,1.46,
EXP000543,BANK05,CP00272,26.23,term_loan,36.26,business_loan,2023-12-17,2030-12-15,EUR,stage_2,False,False,,,,4.66,10.03,,
EXP000544,BANK05,CP00272,31.64,revolving_credit,34.87,business_loan,2020-12-29,2023-12-29,EUR,stage_1,False,False,,,,5.42,3.23,,
EXP000545,BANK05,CP00272,25.99,term_loan,31.4,business_loan,2024-08-08,2029-08-07,EUR,stage_3,False,False,,,,5.89,5.41,,
EXP000546,BANK05,CP00272,14.82,term_loan,14.89,business_loan,2018-02-04,2021-02-03,EUR,stage_1,False,False,,,,2.99,0.07,,
EXP000547,BANK05,CP00273,359.1,term_loan,362.5,business_loan,2020-03-01,2023-03-01,EUR,stage_2,False,False,,,,2.96,3.4,,
EXP000548,BANK05,CP00273,765.74,mortgage,982.62,mortgage,2024-09-21,2027-09-21,EUR,stage_2,False,False,,,,3.1,216.88,1222.19,
EXP000549,BANK05,CP00274,16.49,mortgage,22.4,mortgage,2024-05-07,2029-05-06,EUR,stage_1,False,False,,,,5.98,5.91,30.36,
EXP000550,BANK05,CP00275,392.46,corporate_bond,501.13,listed_equity,2021-02-06,2031-02-04,EUR,stage_1,False,False,,,,5.84,108.67,,
EXP000551,BANK05,CP00275,150.89,mortgage,173.99,commercial_re,2021-02-09,2024-02-09,EUR,stage_1,False,False,,,,4.16,23.1,254.59,
EXP000552,BANK05,CP00276,122.59,revolving_credit,152.52,business_loan,2023-07-08,2028-07-06,EUR,stage_1,False,False,,,,3.39,29.93,,
EXP000553,BANK05,CP00276,88.26,corporate_bond,110.97,business_loan,2020-06-13,2035-06-10,EUR,stage_1,False,False,,,,7.06,22.71,,
EXP000554,BANK05,CP00276,76.73,term_loan,100.58,business_loan,2024-05-29,2031-05-28,EUR,stage_1,False,False,,,,2.59,23.85,,
EXP000555,BANK05,CP00276,232.93,term_loan,257.75,business_loan,2018-06-04,2028-06-01,EUR,stage_2,False,False,,,,6.0,24.82,,
EXP000556,BANK05,CP00277,2.89,green_loan,3.39,business_loan,2023-07-03,2033-06-30,EUR,stage_1,True,True,LMA_GLP,,,6.72,0.5,,
EXP000557,BANK05,CP00277,4.03,project_finance,5.57,project_finance,2018-01-14,2028-01-12,EUR,stage_1,False,False,,6.65,project_loan,6.59,1.54,,False
EXP000558,BANK05,CP00278,12.13,revolving_credit,12.4,business_loan,2021-05-25,2031-05-23,EUR,stage_1,False,False,,,,7.49,0.27,,
EXP000559,BANK05,CP00278,5.86,mortgage,7.83,commercial_re,2021-10-24,2024-10-23,EUR,stage_1,False,False,,,,6.3,1.97,10.66,
EXP000560,BANK05,CP00279,80.09,green_loan,102.38,business_loan,2020-02-22,2027-02-20,EUR,stage_1,True,True,ICMA_GBP,,,6.98,22.29,,
EXP000561,BANK05,CP00280,13.3,corporate_bond,13.49,business_loan,2020-02-16,2025-02-14,EUR,stage_3,False,False,,,,2.63,0.19,,
EXP000562,BANK05,CP00281,9.55,mortgage,11.59,commercial_re,2021-06-14,2031-06-12,EUR,stage_1,False,False,,,,6.67,2.04,14.26,
EXP000563,BANK05,CP00282,257.1,term_loan,269.25,business_loan,2018-06-25,2028-06-22,EUR,stage_1,False,False,,,,6.54,12.15,,
EXP000564,BANK05,CP00282,788.84,corporate_bond,1022.67,business_loan,2024-01-07,2029-01-05,EUR,stage_1,False,False,,,,3.66,233.83,,
EXP000565,BANK05,CP00282,1138.55,revolving_credit,1551.7,business_loan,2018-03-20,2028-03-17,EUR,stage_1,False,False,,,,5.59,413.15,,
EXP000566,BANK05,CP00282,1029.16,term_loan,1367.03,business_loan,2018-07-24,2025-07-22,EUR,stage_1,False,False,,,,2.99,337.87,,
EXP000567,BANK05,CP00283,0.4,mortgage,0.5,mortgage,2019-04-13,2029-04-10,EUR,stage_1,False,False,,,,5.58,0.1,0.8,
EXP000568,BANK05,CP00283,0.64,revolving_credit,0.67,business_loan,2022-07-05,2029-07-03,EUR,stage_1,False,False,,,,5.92,0.03,,
EXP000569,BANK05,CP00283,0.85,green_loan,1.05,commercial_re,2020-05-23,2023-05-23,EUR,stage_1,True,True,EU_Taxonomy,,,4.18,0.2,1.45,
EXP000570,BANK05,CP00284,5.04,corporate_bond,5.92,business_loan,2024-03-16,2029-03-15,EUR,stage_1,False,False,,,,7.13,0.88,,
EXP000571,BANK05,CP00285,142.74,project_finance,192.96,project_finance,2019-10-09,2022-10-08,EUR,stage_1,False,False,,303.66,project_loan,2.9,50.22,,False
EXP000572,BANK05,CP00286,57.07,project_finance,72.9,project_finance,2021-03-08,2031-03-06,EUR,stage_1,False,False,,117.01,project_loan,6.46,15.83,,False
EXP000573,BANK05,CP00286,19.18,term_loan,22.64,business_loan,2021-01-14,2036-01-11,EUR,stage_1,False,False,,,,3.7,3.46,,
EXP000574,BANK05,CP00286,56.08,project_finance,77.4,project_finance,2023-08-10,2038-08-06,EUR,stage_1,False,False,,157.05,project_equity,5.64,21.32,,True
EXP000575,BANK05,CP00286,33.62,term_loan,35.2,business_loan,2020-08-23,2025-08-22,EUR,stage_1,False,False,,,,5.15,1.58,,
EXP000576,BANK05,CP00287,38.02,project_finance,49.74,project_finance,2020-06-17,2030-06-15,EUR,stage_1,False,False,,97.55,project_loan,5.8,11.72,,False
EXP000577,BANK05,CP00288,34.19,corporate_bond,36.6,business_loan,2023-04-28,2033-04-25,EUR,stage_1,False,False,,,,5.85,2.41,,
EXP000578,BANK05,CP00289,6.0,revolving_credit,7.93,business_loan,2021-10-01,2036-09-27,EUR,stage_1,False,False,,,,6.29,1.93,,
EXP000579,BANK05,CP00289,12.06,green_loan,15.85,business_loan,2019-12-22,2024-12-20,EUR,stage_1,True,True,LMA_GLP,,,4.93,3.79,,
EXP000580,BANK05,CP00290,7.67,project_finance,8.28,project_finance,2021-08-28,2031-08-26,EUR,stage_1,False,False,,22.56,project_loan,5.88,0.61,,False
EXP000581,BANK05,CP00290,8.17,revolving_credit,10.58,business_loan,2019-02-06,2024-02-05,EUR,stage_1,False,False,,,,6.85,2.41,,
EXP000582,BANK05,CP00290,3.35,revolving_credit,4.54,business_loan,2023-06-08,2026-06-07,EUR,stage_2,False,False,,,,3.22,1.19,,
EXP000583,BANK05,CP00291,1.16,term_loan,1.61,business_loan,2020-03-06,2027-03-05,EUR,stage_1,False,False,,,,3.51,0.45,,
EXP000584,BANK05,CP00291,1.8,term_loan,2.41,business_loan,2019-07-14,2022-07-13,EUR,stage_1,False,False,,,,4.79,0.61,,
EXP000585,BANK05,CP00292,737.96,project_finance,908.61,project_finance,2024-11-09,2029-11-08,EUR,stage_1,False,False,,1979.69,project_loan,5.26,170.65,,False
EXP000586,BANK05,CP00293,123.36,mortgage,146.72,mortgage,2020-06-05,2035-06-02,EUR,stage_1,False,False,,,,4.81,23.36,236.45,
EXP000587,BANK05,CP00293,106.58,mortgage,125.09,commercial_re,2020-10-12,2027-10-11,EUR,stage_2,False,False,,,,3.61,18.51,209.39,
EXP000588,BANK05,CP00294,2.79,mortgage,2.83,mortgage,2022-09-08,2025-09-07,EUR,stage_1,False,False,,,,4.85,0.04,4.56,
EXP000589,BANK05,CP00294,0.52,revolving_credit,0.61,business_loan,2023-05-18,2026-05-17,EUR,stage_1,False,False,,,,3.7,0.09,,
EXP000590,BANK05,CP00294,0.46,corporate_bond,0.53,business_loan,2020-06-11,2025-06-10,EUR,stage_3,False,False,,,,3.7,0.07,,
EXP000591,BANK05,CP00294,0.47,corporate_bond,0.63,business_loan,2019-10-25,2029-10-22,EUR,stage_1,False,False,,,,6.24,0.16,,
EXP000592,BANK05,CP00295,2.87,mortgage,3.78,mortgage,2022-07-19,2027-07-18,EUR,stage_1,False,False,,,,4.35,0.91,3.85,
EXP000593,BANK05,CP00295,2.45,mortgage,3.33,mortgage,2018-10-17,2028-10-14,EUR,stage_1,False,False,,,,4.16,0.88,3.61,
EXP000594,BANK05,CP00296,12.45,green_loan,16.41,business_loan,2024-01-31,2039-01-27,EUR,stage_1,True,True,LMA_GLP,,,6.44,3.96,,
EXP000595,BANK05,CP00296,29.89,corporate_bond,41.19,business_loan,2018-08-13,2033-08-09,EUR,stage_2,False,False,,,,5.87,11.3,,
EXP000596,BANK05,CP00297,434.58,corporate_bond,465.05,listed_equity,2022-02-06,2029-02-04,EUR,stage_1,False,False,,,,5.29,30.47,,
EXP000597,BANK05,CP00298,0.94,green_loan,0.98,commercial_re,2020-09-04,2035-09-01,EUR,stage_2,True,True,LMA_GLP,,,4.89,0.04,1.74,
EXP000598,BANK05,CP00298,1.88,green_loan,2.12,mortgage,2020-05-09,2025-05-08,EUR,stage_1,True,True,ICMA_GBP,,,6.99,0.24,3.24,
EXP000599,BANK05,CP00299,1.0,revolving_credit,1.2,business_loan,2023-01-28,2033-01-25,EUR,stage_1,False,False,,,,6.65,0.2,,
EXP000600,BANK05,CP00299,3.16,mortgage,3.94,commercial_re,2021-04-12,2031-04-10,EUR,stage_2,False,False,,,,6.5,0.78,5.19,
EXP000601,BANK05,CP00300,2.13,term_loan,2.2,business_loan,2023-02-19,2026-02-18,EUR,stage_1,False,False,,,,6.99,0.07,,
EXP000602,BANK05,CP00300,2.16,term_loan,2.76,business_loan,2021-02-04,2024-02-04,EUR,stage_2,False,False,,,,4.98,0.6,,
EXP000603,BANK05,CP00300,1.32,corporate_bond,1.83,business_loan,2021-04-15,2031-04-13,EUR,stage_1,False,False,,,,5.21,0.51,,
