travel_id,bank_id,travel_date,emissions_kg_co2e,reporting_year,travel_mode,distance_km,emissions_tco2e,employee_id_hash,emission_factor_kg_co2e_per_km,purpose
TR000971,BANK01,2024-12-20,822.9,,air_long,5486,,EMP43020,0.15,internal_meeting
TR000972,BANK01,2024-08-27,36.2,,rail,884,,EMP14295,0.041,client_meeting
TR000973,BANK01,2024-03-01,31.7,,rail,772,,EMP38183,0.041,internal_meeting
TR000974,BANK01,2024-03-24,236.1,,air_short,926,,EMP01568,0.255,audit
TR000975,BANK01,2024-09-27,29.1,,rail,710,,EMP36689,0.041,internal_meeting
TR000976,BANK01,2024-12-11,720.9,,air_long,4806,,EMP15437,0.15,conference
TR000977,BANK01,2024-11-05,1166.8,,air_long,7779,,EMP33175,0.15,audit
TR000978,BANK01,2024-04-28,863.1,,air_long,5754,,EMP27780,0.15,audit
TR000979,BANK01,2024-01-20,65.2,,car,381,,EMP38279,0.171,audit
TR000980,BANK01,2024-08-26,104.0,,air_short,408,,EMP17067,0.255,training
TR000981,BANK01,2024-05-19,104.3,,air_short,409,,EMP19672,0.255,training
TR000982,BANK01,2024-11-04,38.7,,rail,943,,EMP03992,0.041,training
TR000983,BANK01,2024-08-21,161.7,,air_short,634,,EMP03593,0.255,training
TR000984,BANK01,2024-01-04,52.7,,car,308,,EMP25024,0.171,internal_meeting
TR000985,BANK01,2024-07-30,911.7,,air_long,6078,,EMP20588,0.15,audit
TR000986,BANK01,2024-11-27,106.5,,car,623,,EMP42741,0.171,training
TR000987,BANK01,2024-07-02,789.0,,air_long,5260,,EMP30782,0.15,client_meeting
TR000988,BANK01,2024-03-29,377.1,,air_short,1479,,EMP41152,0.255,training
TR000989,BANK01,2024-12-12,1254.0,,air_long,8360,,EMP19955,0.15,conference
TR000990,BANK01,2024-09-22,44.3,,rail,1081,,EMP04395,0.041,conference
TR000991,BANK01,2024-02-05,288.7,,air_short,1132,,EMP26946,0.255,conference
TR000992,BANK01,2024-03-02,44.8,,car,262,,EMP35006,0.171,internal_meeting
TR000993,BANK01,2024-12-16,179.8,,air_short,705,,EMP19861,0.255,audit
TR000994,BANK01,2024-07-06,258.4,,air_long,1723,,EMP25986,0.15,training
TR000995,BANK01,2024-06-01,30.3,,rail,740,,EMP25831,0.041,training
TR000996,BANK01,2024-06-21,107.0,,car,626,,EMP42588,0.171,training
TR000997,BANK01,2024-01-25,133.4,,air_short,523,,EMP11167,0.255,audit
TR000998,BANK01,2024-05-07,18.9,,rail,461,,EMP40354,0.041,training
TR000999,BANK01,2024-10-28,12.7,,car,74,,EMP44179,0.171,internal_meeting
TR001000,BANK01,2024-05-27,64.8,,car,379,,EMP01697,0.171,training
TR001001,BANK01,2024-01-20,985.5,,air_long,6570,,EMP02585,0.15,client_meeting
TR001002,BANK01,2024-06-02,11.6,,rail,283,,EMP08719,0.041,client_meeting
TR001003,BANK01,2024-12-19,65.7,,car,384,,EMP33688,0.171,training
TR001004,BANK01,2024-02-17,39.6,,rail,966,,EMP27345,0.041,internal_meeting
TR001005,BANK01,2024-05-02,1137.6,,air_long,7584,,EMP14825,0.15,training
TR001006,BANK01,2024-10-09,1336.3,,air_long,8909,,EMP06140,0.15,training
TR001007,BANK01,2024-07-31,243.8,,air_short,956,,EMP05504,0.255,internal_meeting
TR001008,BANK01,2024-01-08,57.8,,car,338,,EMP04282,0.171,internal_meeting
TR001009,BANK01,2024-04-02,236.6,,air_short,928,,EMP43803,0.255,conference
TR001010,BANK01,2024-07-08,485.4,,air_long,3236,,EMP28052,0.15,training
TR001011,BANK01,2024-05-23,109.7,,air_short,430,,EMP35498,0.255,conference
TR001012,BANK01,2024-01-27,760.2,,air_long,5068,,EMP44229,0.15,client_meeting
TR001013,BANK01,2024-11-04,132.0,,car,772,,EMP33433,0.171,client_meeting
TR001014,BANK01,2024-11-23,45.7,,car,267,,EMP22260,0.171,training
TR001015,BANK01,2024-12-08,30.4,,car,178,,EMP34928,0.171,conference
TR001016,BANK01,2024-09-16,47.0,,rail,1146,,EMP16257,0.041,training
TR001017,BANK01,2024-05-11,21.2,,car,124,,EMP16048,0.171,client_meeting
TR001018,BANK01,2024-01-10,984.9,,air_long,6566,,EMP20795,0.15,training
TR001019,BANK01,2024-01-27,15.7,,rail,383,,EMP17068,0.041,training
TR001020,BANK01,2024-06-28,26.7,,rail,651,,EMP46689,0.041,client_meeting
TR001021,BANK01,2024-11-26,286.1,,air_short,1122,,EMP41113,0.255,conference
TR001022,BANK01,2024-08-13,258.6,,air_short,1014,,EMP41890,0.255,internal_meeting
TR001023,BANK01,2024-05-19,77.0,,air_short,302,,EMP35072,0.255,conference
TR001024,BANK01,2024-12-18,207.1,,air_short,812,,EMP01077,0.255,training
TR001025,BANK01,2024-02-25,85.2,,air_short,334,,EMP13809,0.255,audit
TR001026,BANK01,2024-06-24,101.2,,air_short,397,,EMP00990,0.255,internal_meeting
TR001027,BANK01,2024-11-19,26.9,,rail,656,,EMP47916,0.041,internal_meeting
TR001028,BANK01,2024-06-18,33.3,,car,195,,EMP01646,0.171,training
TR001029,BANK01,2024-03-16,33.2,,rail,809,,EMP25073,0.041,audit
TR001030,BANK01,2024-10-06,336.3,,air_short,1319,,EMP29005,0.255,internal_meeting
TR001031,BANK01,2024-05-28,113.9,,car,666,,EMP38041,0.171,internal_meeting
TR001032,BANK01,2024-09-15,378.4,,air_short,1484,,EMP35357,0.255,audit
TR001033,BANK01,2024-09-28,308.8,,air_short,1211,,EMP12243,0.255,client_meeting
TR001034,BANK01,2024-09-17,44.6,,rail,1087,,EMP47582,0.041,internal_meeting
TR001035,BANK01,2024-10-14,5.1,,rail,124,,EMP04666,0.041,audit
TR001036,BANK01,2024-11-21,48.0,,rail,1170,,EMP26491,0.041,client_meeting
TR001037,BANK01,2024-06-12,36.1,,car,211,,EMP43865,0.171,conference
TR001038,BANK01,2024-02-20,21.6,,rail,528,,EMP29328,0.041,audit
TR001039,BANK01,2024-06-17,34.0,,rail,830,,EMP29623,0.041,client_meeting
TR001040,BANK01,2024-01-18,6.8,,rail,165,,EMP08662,0.041,conference
TR001041,BANK01,2024-01-25,142.5,,air_short,559,,EMP38367,0.255,conference
TR001042,BANK01,2024-05-12,119.2,,car,697,,EMP26143,0.171,audit
TR001043,BANK01,2024-06-01,334.8,,air_short,1313,,EMP09768,0.255,training
TR001044,BANK01,2024-02-21,49.8,,car,291,,EMP41645,0.171,audit
TR001045,BANK01,2024-04-02,1027.0,,air_long,6847,,EMP04429,0.15,client_meeting
TR001046,BANK01,2024-11-28,19.2,,rail,468,,EMP44639,0.041,client_meeting
TR001047,BANK01,2024-07-19,40.5,,rail,987,,EMP41853,0.041,conference
TR001048,BANK01,2024-12-21,9.6,,rail,235,,EMP32029,0.041,audit
TR001049,BANK01,2024-03-10,171.9,,air_short,674,,EMP24031,0.255,client_meeting
TR001050,BANK01,2024-01-03,1066.2,,air_long,7108,,EMP42692,0.15,client_meeting
TR001051,BANK01,2024-02-16,48.1,,rail,1174,,EMP11697,0.041,training
TR001052,BANK01,2024-02-05,373.3,,air_short,1464,,EMP19347,0.255,conference
TR001053,BANK01,2024-01-13,104.8,,car,613,,EMP24759,0.171,training
TR001054,BANK01,2024-04-18,199.2,,air_short,781,,EMP09195,0.255,internal_meeting
TR001055,BANK01,2024-02-29,57.6,,car,337,,EMP31077,0.171,client_meeting
TR001056,BANK01,2024-05-01,300.3,,air_long,2002,,EMP42199,0.15,conference
TR001057,BANK01,2024-03-03,21.2,,car,124,,EMP16754,0.171,audit
TR001058,BANK01,2024-09-14,107.6,,air_short,422,,EMP01667,0.255,training
TR001059,BANK01,2024-12-01,1109.7,,air_long,7398,,EMP06864,0.15,client_meeting
TR001060,BANK01,2024-11-22,1167.9,,air_long,7786,,EMP30472,0.15,conference
TR001061,BANK01,2024-08-18,35.2,,rail,858,,EMP23899,0.041,audit
TR001062,BANK01,2024-08-24,194.1,,air_short,761,,EMP41185,0.255,training
TR001063,BANK01,2024-01-11,45.1,,rail,1101,,EMP05448,0.041,audit
TR001064,BANK01,2024-05-24,22.3,,rail,545,,EMP34686,0.041,audit
TR001065,BANK01,2024-10-02,17.7,,rail,432,,EMP02817,0.041,client_meeting
TR001066,BANK01,2024-05-15,188.2,,air_short,738,,EMP01626,0.255,audit
TR001067,BANK01,2024-01-13,43.0,,rail,1048,,EMP00141,0.041,internal_meeting
TR001068,BANK01,2024-06-26,654.4,,air_long,4363,,EMP29274,0.15,internal_meeting
TR001069,BANK01,2024-08-05,28.5,,rail,695,,EMP05857,0.041,internal_meeting
TR001070,BANK01,2024-11-20,324.0,,air_long,2160,,EMP09245,0.15,internal_meeting
TR001071,BANK01,2024-03-30,258.6,,air_short,1014,,EMP31110,0.255,conference
TR001072,BANK01,2024-05-12,103.8,,car,607,,EMP03469,0.171,audit
TR001073,BANK01,2024-12-21,133.4,,car,780,,EMP28131,0.171,client_meeting
TR001074,BANK01,2024-12-25,268.3,,air_short,1052,,EMP19959,0.255,internal_meeting
TR001075,BANK01,2024-02-17,242.8,,air_short,952,,EMP08315,0.255,client_meeting
TR001076,BANK01,2024-01-01,132.3,,air_short,519,,EMP06928,0.255,audit
TR001077,BANK01,2024-04-29,1270.6,,air_long,8471,,EMP28110,0.15,training
TR001078,BANK01,2024-11-30,250.7,,air_short,983,,EMP13237,0.255,conference
TR001079,BANK01,2024-07-29,82.9,,air_short,325,,EMP35005,0.255,audit
TR001080,BANK01,2024-08-30,29.9,,rail,729,,EMP19060,0.041,internal_meeting
TR001081,BANK01,2024-08-26,238.7,,air_short,936,,EMP41668,0.255,training
TR001082,BANK01,2024-07-13,88.9,,car,520,,EMP29115,0.171,audit
TR001083,BANK01,2024-04-23,45.3,,rail,1106,,EMP31614,0.041,audit
TR001084,BANK01,2024-03-23,994.8,,air_long,6632,,EMP14717,0.15,internal_meeting
TR001085,BANK01,2024-01-09,26.3,,rail,642,,EMP47481,0.041,audit
TR001086,BANK01,2024-06-28,108.6,,air_short,426,,EMP05026,0.255,client_meeting
TR001087,BANK01,2024-01-30,22.8,,rail,555,,EMP14654,0.041,training
TR001088,BANK01,2024-08-02,410.4,,air_long,2736,,EMP38733,0.15,client_meeting
TR001089,BANK01,2024-11-18,33.0,,rail,805,,EMP44875,0.041,internal_meeting
TR001090,BANK01,2024-03-05,340.2,,air_short,1334,,EMP25792,0.255,audit
TR001091,BANK01,2024-02-14,19.6,,rail,479,,EMP33349,0.041,training
TR001092,BANK01,2024-01-14,8.6,,rail,209,,EMP12650,0.041,audit
TR001093,BANK01,2024-04-12,327.9,,air_long,2186,,EMP17240,0.15,training
TR001094,BANK01,2024-09-27,25.1,,rail,611,,EMP28516,0.041,client_meeting
TR001095,BANK01,2024-05-07,41.3,,rail,1007,,EMP41222,0.041,training
TR001096,BANK01,2024-08-05,1333.5,,air_long,8890,,EMP46127,0.15,conference
TR001097,BANK01,2024-05-03,1208.8,,air_long,8059,,EMP19021,0.15,client_meeting
TR001098,BANK01,2024-11-23,29.4,,rail,717,,EMP39499,0.041,internal_meeting
TR001099,BANK01,2024-01-13,352.2,,air_short,1381,,EMP31656,0.255,audit
TR001100,BANK01,2024-12-10,32.3,,rail,787,,EMP27567,0.041,internal_meeting
TR001101,BANK01,2024-09-26,30.3,,rail,739,,EMP17355,0.041,internal_meeting
TR001102,BANK01,2024-04-05,810.8,,air_long,5405,,EMP06690,0.15,training
TR001103,BANK01,2024-04-24,1048.6,,air_long,6991,,EMP26374,0.15,training
TR001104,BANK01,2024-08-27,130.8,,air_short,513,,EMP17121,0.255,conference
TR001105,BANK01,2024-11-08,171.4,,air_short,672,,EMP26276,0.255,conference
TR001106,BANK01,2024-04-01,1161.9,,air_long,7746,,EMP38845,0.15,client_meeting
TR001107,BANK01,2024-12-18,791.9,,air_long,5279,,EMP24351,0.15,internal_meeting
TR001108,BANK01,2024-01-15,26.0,,rail,633,,EMP29772,0.041,training
TR001109,BANK01,2024-06-19,88.5,,air_short,347,,EMP44758,0.255,audit
TR001110,BANK01,2024-08-23,63.1,,car,369,,EMP35041,0.171,audit
TR001111,BANK01,2024-08-21,194.3,,air_short,762,,EMP11718,0.255,conference
TR001112,BANK01,2024-11-06,356.2,,air_short,1397,,EMP22948,0.255,training
TR001113,BANK01,2024-10-04,539.7,,air_long,3598,,EMP18805,0.15,audit
TR001114,BANK01,2024-06-07,84.4,,air_short,331,,EMP16274,0.255,client_meeting
TR001115,BANK01,2024-02-20,607.6,,air_long,4051,,EMP17174,0.15,client_meeting
TR001116,BANK01,2024-02-21,13.2,,rail,323,,EMP42869,0.041,training
TR001117,BANK01,2024-12-04,22.8,,rail,555,,EMP42001,0.041,client_meeting
TR001118,BANK01,2024-05-08,23.8,,rail,581,,EMP34065,0.041,training
TR001119,BANK01,2024-08-31,12.4,,rail,302,,EMP30061,0.041,client_meeting
TR001120,BANK01,2024-11-27,307.5,,air_short,1206,,EMP25243,0.255,audit
TR001121,BANK01,2024-12-14,111.8,,car,654,,EMP06299,0.171,conference
TR001122,BANK01,2024-01-02,331.0,,air_short,1298,,EMP34483,0.255,internal_meeting
TR001123,BANK01,2024-11-21,357.3,,air_short,1401,,EMP37105,0.255,client_meeting
TR001124,BANK01,2024-07-18,114.4,,car,669,,EMP40483,0.171,training
TR001125,BANK01,2024-05-05,17.1,,rail,416,,EMP37031,0.041,conference
TR001126,BANK01,2024-10-11,380.7,,air_long,2538,,EMP20906,0.15,conference
TR001127,BANK01,2024-07-16,50.1,,car,293,,EMP36054,0.171,training
TR001128,BANK01,2024-07-05,278.7,,air_long,1858,,EMP00535,0.15,audit
TR001129,BANK01,2024-01-07,1285.3,,air_long,8569,,EMP33519,0.15,client_meeting
TR001130,BANK01,2024-10-02,32.0,,rail,780,,EMP29889,0.041,internal_meeting
TR001131,BANK01,2024-03-23,48.1,,rail,1172,,EMP41264,0.041,internal_meeting
TR001132,BANK01,2024-10-04,176.0,,air_short,690,,EMP04025,0.255,client_meeting
TR001133,BANK01,2024-12-28,37.6,,car,220,,EMP13440,0.171,audit
TR001134,BANK01,2024-02-05,430.5,,air_long,2870,,EMP17637,0.15,training
TR001135,BANK01,2024-12-13,86.5,,car,506,,EMP00171,0.171,internal_meeting
TR001136,BANK01,2024-06-06,986.4,,air_long,6576,,EMP38952,0.15,internal_meeting
TR001137,BANK01,2024-06-05,32.0,,rail,780,,EMP15579,0.041,audit
TR001138,BANK01,2024-05-17,280.2,,air_short,1099,,EMP42927,0.255,audit
TR001139,BANK01,2024-07-03,122.7,,air_short,481,,EMP15713,0.255,training
TR001140,BANK01,2024-11-28,34.5,,car,202,,EMP33782,0.171,internal_meeting
TR001141,BANK01,2024-08-10,189.0,,air_short,741,,EMP06387,0.255,client_meeting
TR001142,BANK01,2024-07-06,31.0,,rail,757,,EMP31998,0.041,internal_meeting
TR001143,BANK01,2024-10-26,154.5,,air_short,606,,EMP17818,0.255,audit
TR001144,BANK01,2024-08-27,29.1,,rail,709,,EMP28089,0.041,audit
TR001145,BANK01,2024-11-01,158.4,,air_short,621,,EMP30422,0.255,audit
TR001146,BANK01,2024-02-11,31.7,,rail,772,,EMP35482,0.041,client_meeting
TR001147,BANK01,2024-06-21,17.7,,rail,431,,EMP18322,0.041,audit
TR001148,BANK01,2024-10-22,328.9,,air_short,1290,,EMP02891,0.255,internal_meeting
TR001149,BANK01,2024-10-03,1344.8,,air_long,8965,,EMP22715,0.15,client_meeting
TR001150,BANK01,2024-10-12,12.1,,car,71,,EMP03658,0.171,client_meeting
TR001151,BANK01,2024-12-02,87.2,,air_short,342,,EMP13784,0.255,training
TR001152,BANK01,2024-12-23,1033.0,,air_long,6887,,EMP22535,0.15,training
TR001153,BANK01,2024-10-07,131.5,,car,769,,EMP45061,0.171,training
TR001154,BANK01,2024-11-30,226.7,,air_long,1511,,EMP45519,0.15,audit
TR001155,BANK01,2024-04-05,186.7,,air_short,732,,EMP46119,0.255,training
TR001156,BANK01,2024-01-03,44.7,,rail,1090,,EMP02437,0.041,internal_meeting
TR001157,BANK01,2024-08-17,77.3,,car,452,,EMP42656,0.171,internal_meeting
TR001158,BANK01,2024-07-03,217.0,,air_short,851,,EMP40731,0.255,conference
TR001159,BANK01,2024-09-05,28.2,,rail,688,,EMP31406,0.041,training
TR001160,BANK01,2024-04-18,1328.2,,air_long,8855,,EMP34828,0.15,training
TR001161,BANK01,2024-12-11,966.1,,air_long,6441,,EMP06193,0.15,client_meeting
TR001162,BANK01,2024-06-06,294.5,,air_short,1155,,EMP30160,0.255,client_meeting
TR001163,BANK01,2024-03-19,1317.8,,air_long,8785,,EMP44431,0.15,internal_meeting
TR001164,BANK01,2024-05-07,241.5,,air_short,947,,EMP29930,0.255,internal_meeting
TR001165,BANK01,2024-07-12,96.3,,car,563,,EMP31469,0.171,training
TR001166,BANK01,2024-06-18,69.3,,car,405,,EMP09096,0.171,audit
TR001167,BANK01,2024-08-06,697.0,,air_long,4647,,EMP47496,0.15,conference
TR001168,BANK01,2024-07-24,337.9,,air_short,1325,,EMP43113,0.255,training
TR001169,BANK01,2024-01-27,47.7,,car,279,,EMP02947,0.171,client_meeting
TR001170,BANK01,2024-06-23,260.4,,air_short,1021,,EMP17369,0.255,internal_meeting
TR001171,BANK01,2024-10-26,308.6,,air_short,1210,,EMP08929,0.255,training
TR001172,BANK01,2024-05-26,28.2,,rail,689,,EMP00397,0.041,client_meeting
TR001173,BANK01,2024-07-16,7.1,,rail,172,,EMP43671,0.041,internal_meeting
TR001174,BANK01,2024-11-28,40.0,,rail,975,,EMP21946,0.041,client_meeting
TR001175,BANK01,2024-04-11,121.9,,car,713,,EMP07906,0.171,audit
TR001176,BANK01,2024-05-23,33.3,,rail,813,,EMP36953,0.041,internal_meeting
TR001177,BANK01,2024-03-18,350.4,,air_short,1374,,EMP42447,0.255,training
TR001178,BANK01,2024-02-11,316.7,,air_short,1242,,EMP05710,0.255,audit
TR001179,BANK01,2024-08-23,132.9,,air_short,521,,EMP45688,0.255,training
TR001180,BANK01,2024-11-15,54.7,,car,320,,EMP35751,0.171,client_meeting
TR001181,BANK01,2024-05-12,85.3,,car,499,,EMP06512,0.171,internal_meeting
TR001182,BANK01,2024-11-05,26.9,,rail,655,,EMP16574,0.041,internal_meeting
TR001183,BANK01,2024-09-21,76.8,,car,449,,EMP45695,0.171,audit
TR001184,BANK01,2024-02-16,10.9,,rail,266,,EMP41410,0.041,audit
TR001185,BANK01,2024-09-25,29.8,,rail,728,,EMP20735,0.041,client_meeting
TR001186,BANK01,2024-03-24,324.8,,air_long,2165,,EMP20845,0.15,client_meeting
TR001187,BANK01,2024-06-13,120.6,,car,705,,EMP01816,0.171,internal_meeting
TR001188,BANK01,2024-12-22,5.7,,rail,140,,EMP20877,0.041,conference
TR001189,BANK01,2024-11-14,149.4,,air_short,586,,EMP22021,0.255,training
TR001190,BANK01,2024-02-18,745.2,,air_long,4968,,EMP37047,0.15,internal_meeting
TR001191,BANK01,2024-05-03,504.0,,air_long,3360,,EMP33976,0.15,conference
TR001192,BANK01,2024-05-03,130.1,,car,761,,EMP45206,0.171,training
TR001193,BANK01,2024-06-16,18.4,,rail,450,,EMP17149,0.041,audit
TR001194,BANK01,2024-01-29,35.1,,rail,857,,EMP33839,0.041,internal_meeting
TR001195,BANK01,2024-07-15,243.0,,air_short,953,,EMP06661,0.255,internal_meeting
TR001196,BANK01,2024-05-24,21.5,,rail,525,,EMP06730,0.041,audit
TR001197,BANK01,2024-01-29,291.5,,air_short,1143,,EMP45930,0.255,internal_meeting
TR001198,BANK01,2024-02-08,319.0,,air_short,1251,,EMP34385,0.255,client_meeting
TR001199,BANK01,2024-05-31,76.4,,car,447,,EMP15232,0.171,training
TR001200,BANK01,2024-11-28,222.6,,air_short,873,,EMP11893,0.255,conference
