exposure_id,bank_id,counterparty_id,product_type,outstanding_amount_meur,committed_amount_meur,pcaf_asset_class,origination_date,maturity_date,currency,interest_rate_pct,stage,eu_taxonomy_aligned,undrawn_amount_meur,green_label_flag,green_taxonomy,origination_property_value_meur,total_project_cost_meur,has_control,instrument_type
EXP000537,BANK05,CP00269,corporate_bond,5.41,5.98,business_loan,2022-02-23,2027-02-22,EUR,6.0,stage_1,False,0.57,False,,,,,
EXP000538,BANK05,CP00270,revolving_credit,648.25,802.67,business_loan,2018-12-12,2023-12-11,EUR,6.61,stage_1,False,154.42,False,,,,,
EXP000539,BANK05,CP00270,revolving_credit,579.41,732.53,business_loan,2022-04-19,2027-04-18,EUR,6.13,stage_1,False,153.12,False,,,,,
EXP000540,BANK05,CP00270,mortgage,469.12,610.89,commercial_re,2018-08-11,2025-08-09,EUR,3.08,stage_1,False,141.77,False,,693.91,,,
EXP000541,BANK05,CP00271,corporate_bond,1.25,1.44,business_loan,2023-12-22,2028-12-20,EUR,6.03,stage_1,False,0.19,False,,,,,
EXP000542,BANK05,CP00271,mortgage,0.83,1.14,commercial_re,2018-02-18,2025-02-16,EUR,4.74,stage_1,False,0.31,False,,1.46,,,
EXP000543,BANK05,CP00272,term_loan,26.23,36.26,business_loan,2023-12-17,2030-12-15,EUR,4.66,stage_2,False,10.03,False,,,,,
EXP000544,BANK05,CP00272,revolving_credit,31.64,34.87,business_loan,2020-12-29,2023-12-29,EUR,5.42,stage_1,False,3.23,False,,,,,
EXP000545,BANK05,CP00272,term_loan,25.99,31.4,business_loan,2024-08-08,2029-08-07,EUR,5.89,stage_3,False,5.41,False,,,,,
EXP000546,BANK05,CP00272,term_loan,14.82,14.89,business_loan,2018-02-04,2021-02-03,EUR,2.99,stage_1,False,0.07,False,,,,,
EXP000547,BANK05,CP00273,term_loan,359.1,362.5,business_loan,2020-03-01,2023-03-01,EUR,2.96,stage_2,False,3.4,False,,,,,
EXP000548,BANK05,CP00273,mortgage,765.74,982.62,mortgage,2024-09-21,2027-09-21,EUR,3.1,stage_2,False,216.88,False,,1222.19,,,
EXP000549,BANK05,CP00274,mortgage,16.49,22.4,mortgage,2024-05-07,2029-05-06,EUR,5.98,stage_1,False,5.91,False,,30.36,,,
EXP000550,BANK05,CP00275,corporate_bond,392.46,501.13,listed_equity,2021-02-06,2031-02-04,EUR,5.84,stage_1,False,108.67,False,,,,,
EXP000551,BANK05,CP00275,mortgage,150.89,173.99,commercial_re,2021-02-09,2024-02-09,EUR,4.16,stage_1,False,23.1,False,,254.59,,,
EXP000552,BANK05,CP00276,revolving_credit,122.59,152.52,business_loan,2023-07-08,2028-07-06,EUR,3.39,stage_1,False,29.93,False,,,,,
EXP000553,BANK05,CP00276,corporate_bond,88.26,110.97,business_loan,2020-06-13,2035-06-10,EUR,7.06,stage_1,False,22.71,False,,,,,
EXP000554,BANK05,CP00276,term_loan,76.73,100.58,business_loan,2024-05-29,2031-05-28,EUR,2.59,stage_1,False,23.85,False,,,,,
EXP000555,BANK05,CP00276,term_loan,232.93,257.75,business_loan,2018-06-04,2028-06-01,EUR,6.0,stage_2,False,24.82,False,,,,,
EXP000556,BANK05,CP00277,green_loan,2.89,3.39,business_loan,2023-07-03,2033-06-30,EUR,6.72,stage_1,True,0.5,True,LMA_GLP,,,,
EXP000557,BANK05,CP00277,project_finance,4.03,5.57,project_finance,2018-01-14,2028-01-12,EUR,6.59,stage_1,False,1.54,False,,,6.65,False,project_loan
EXP000558,BANK05,CP00278,revolving_credit,12.13,12.4,business_loan,2021-05-25,2031-05-23,EUR,7.49,stage_1,False,0.27,False,,,,,
EXP000559,BANK05,CP00278,mortgage,5.86,7.83,commercial_re,2021-10-24,2024-10-23,EUR,6.3,stage_1,False,1.97,False,,10.66,,,
EXP000560,BANK05,CP00279,green_loan,80.09,102.38,business_loan,2020-02-22,2027-02-20,EUR,6.98,stage_1,True,22.29,True,ICMA_GBP,,,,
EXP000561,BANK05,CP00280,corporate_bond,13.3,13.49,business_loan,2020-02-16,2025-02-14,EUR,2.63,stage_3,False,0.19,False,,,,,
EXP000562,BANK05,CP00281,mortgage,9.55,11.59,commercial_re,2021-06-14,2031-06-12,EUR,6.67,stage_1,False,2.04,False,,14.26,,,
EXP000563,BANK05,CP00282,term_loan,257.1,269.25,business_loan,2018-06-25,2028-06-22,EUR,6.54,stage_1,False,12.15,False,,,,,
EXP000564,BANK05,CP00282,corporate_bond,788.84,1022.67,business_loan,2024-01-07,2029-01-05,EUR,3.66,stage_1,False,233.83,False,,,,,
EXP000565,BANK05,CP00282,revolving_credit,1138.55,1551.7,business_loan,2018-03-20,2028-03-17,EUR,5.59,stage_1,False,413.15,False,,,,,
EXP000566,BANK05,CP00282,term_loan,1029.16,1367.03,business_loan,2018-07-24,2025-07-22,EUR,2.99,stage_1,False,337.87,False,,,,,
EXP000567,BANK05,CP00283,mortgage,0.4,0.5,mortgage,2019-04-13,2029-04-10,EUR,5.58,stage_1,False,0.1,False,,0.8,,,
EXP000568,BANK05,CP00283,revolving_credit,0.64,0.67,business_loan,2022-07-05,2029-07-03,EUR,5.92,stage_1,False,0.03,False,,,,,
EXP000569,BANK05,CP00283,green_loan,0.85,1.05,commercial_re,2020-05-23,2023-05-23,EUR,4.18,stage_1,True,0.2,True,EU_Taxonomy,1.45,,,
EXP000570,BANK05,CP00284,corporate_bond,5.04,5.92,business_loan,2024-03-16,2029-03-15,EUR,7.13,stage_1,False,0.88,False,,,,,
EXP000571,BANK05,CP00285,project_finance,142.74,192.96,project_finance,2019-10-09,2022-10-08,EUR,2.9,stage_1,False,50.22,False,,,303.66,False,project_loan
EXP000572,BANK05,CP00286,project_finance,57.07,72.9,project_finance,2021-03-08,2031-03-06,EUR,6.46,stage_1,False,15.83,False,,,117.01,False,project_loan
EXP000573,BANK05,CP00286,term_loan,19.18,22.64,business_loan,2021-01-14,2036-01-11,EUR,3.7,stage_1,False,3.46,False,,,,,
EXP000574,BANK05,CP00286,project_finance,56.08,77.4,project_finance,2023-08-10,2038-08-06,EUR,5.64,stage_1,False,21.32,False,,,157.05,True,project_equity
EXP000575,BANK05,CP00286,term_loan,33.62,35.2,business_loan,2020-08-23,2025-08-22,EUR,5.15,stage_1,False,1.58,False,,,,,
EXP000576,BANK05,CP00287,project_finance,38.02,49.74,project_finance,2020-06-17,2030-06-15,EUR,5.8,stage_1,False,11.72,False,,,97.55,False,project_loan
EXP000577,BANK05,CP00288,corporate_bond,34.19,36.6,business_loan,2023-04-28,2033-04-25,EUR,5.85,stage_1,False,2.41,False,,,,,
EXP000578,BANK05,CP00289,revolving_credit,6.0,7.93,business_loan,2021-10-01,2036-09-27,EUR,6.29,stage_1,False,1.93,False,,,,,
EXP000579,BANK05,CP00289,green_loan,12.06,15.85,business_loan,2019-12-22,2024-12-20,EUR,4.93,stage_1,True,3.79,True,LMA_GLP,,,,
EXP000580,BANK05,CP00290,project_finance,7.67,8.28,project_finance,2021-08-28,2031-08-26,EUR,5.88,stage_1,False,0.61,False,,,22.56,False,project_loan
EXP000581,BANK05,CP00290,revolving_credit,8.17,10.58,business_loan,2019-02-06,2024-02-05,EUR,6.85,stage_1,False,2.41,False,,,,,
EXP000582,BANK05,CP00290,revolving_credit,3.35,4.54,business_loan,2023-06-08,2026-06-07,EUR,3.22,stage_2,False,1.19,False,,,,,
EXP000583,BANK05,CP00291,term_loan,1.16,1.61,business_loan,2020-03-06,2027-03-05,EUR,3.51,stage_1,False,0.45,False,,,,,
EXP000584,BANK05,CP00291,term_loan,1.8,2.41,business_loan,2019-07-14,2022-07-13,EUR,4.79,stage_1,False,0.61,False,,,,,
EXP000585,BANK05,CP00292,project_finance,737.96,908.61,project_finance,2024-11-09,2029-11-08,EUR,5.26,stage_1,False,170.65,False,,,1979.69,False,project_loan
EXP000586,BANK05,CP00293,mortgage,123.36,146.72,mortgage,2020-06-05,2035-06-02,EUR,4.81,stage_1,False,23.36,False,,236.45,,,
EXP000587,BANK05,CP00293,mortgage,106.58,125.09,commercial_re,2020-10-12,2027-10-11,EUR,3.61,stage_2,False,18.51,False,,209.39,,,
EXP000588,BANK05,CP00294,mortgage,2.79,2.83,mortgage,2022-09-08,2025-09-07,EUR,4.85,stage_1,False,0.04,False,,4.56,,,
EXP000589,BANK05,CP00294,revolving_credit,0.52,0.61,business_loan,2023-05-18,2026-05-17,EUR,3.7,stage_1,False,0.09,False,,,,,
EXP000590,BANK05,CP00294,corporate_bond,0.46,0.53,business_loan,2020-06-11,2025-06-10,EUR,3.7,stage_3,False,0.07,False,,,,,
EXP000591,BANK05,CP00294,corporate_bond,0.47,0.63,business_loan,2019-10-25,2029-10-22,EUR,6.24,stage_1,False,0.16,False,,,,,
EXP000592,BANK05,CP00295,mortgage,2.87,3.78,mortgage,2022-07-19,2027-07-18,EUR,4.35,stage_1,False,0.91,False,,3.85,,,
EXP000593,BANK05,CP00295,mortgage,2.45,3.33,mortgage,2018-10-17,2028-10-14,EUR,4.16,stage_1,False,0.88,False,,3.61,,,
EXP000594,BANK05,CP00296,green_loan,12.45,16.41,business_loan,2024-01-31,2039-01-27,EUR,6.44,stage_1,True,3.96,True,LMA_GLP,,,,
EXP000595,BANK05,CP00296,corporate_bond,29.89,41.19,business_loan,2018-08-13,2033-08-09,EUR,5.87,stage_2,False,11.3,False,,,,,
EXP000596,BANK05,CP00297,corporate_bond,434.58,465.05,listed_equity,2022-02-06,2029-02-04,EUR,5.29,stage_1,False,30.47,False,,,,,
EXP000597,BANK05,CP00298,green_loan,0.94,0.98,commercial_re,2020-09-04,2035-09-01,EUR,4.89,stage_2,True,0.04,True,LMA_GLP,1.74,,,
EXP000598,BANK05,CP00298,green_loan,1.88,2.12,mortgage,2020-05-09,2025-05-08,EUR,6.99,stage_1,True,0.24,True,ICMA_GBP,3.24,,,
EXP000599,BANK05,CP00299,revolving_credit,1.0,1.2,business_loan,2023-01-28,2033-01-25,EUR,6.65,stage_1,False,0.2,False,,,,,
EXP000600,BANK05,CP00299,mortgage,3.16,3.94,commercial_re,2021-04-12,2031-04-10,EUR,6.5,stage_2,False,0.78,False,,5.19,,,
EXP000601,BANK05,CP00300,term_loan,2.13,2.2,business_loan,2023-02-19,2026-02-18,EUR,6.99,stage_1,False,0.07,False,,,,,
EXP000602,BANK05,CP00300,term_loan,2.16,2.76,business_loan,2021-02-04,2024-02-04,EUR,4.98,stage_2,False,0.6,False,,,,,
EXP000603,BANK05,CP00300,corporate_bond,1.32,1.83,business_loan,2021-04-15,2031-04-13,EUR,5.21,stage_1,False,0.51,False,,,,,
